,div_l,div_m,div_s,div_n
46054,상온HMR,레저취미,반려묘간식,반려묘간식
46055,상온HMR,레저취미,반려묘간식,반려묘간식
46056,통조림/안주,통조림,애견식품,애견습식사료
46057,통조림/안주,통조림,애견식품,애견습식사료
46058,통조림/안주,통조림,애견식품,애견습식사료
46059,통조림/안주,통조림,가미통조림,참치통조림
46060,통조림/안주,통조림,가미통조림,참치통조림
46061,통조림/안주,통조림,가미통조림,참치통조림
46062,통조림/안주,통조림,가미통조림,참치통조림
46063,통조림/안주,통조림,보일드통조림,닭가슴살통조림
46064,통조림/안주,통조림,가미통조림,참치통조림
46065,통조림/안주,통조림,가미통조림,참치통조림
46066,통조림/안주,통조림,가미통조림,참치통조림
46067,통조림/안주,통조림,가미통조림,참치통조림
46068,통조림/안주,통조림,가미통조림,참치통조림
46069,통조림/안주,통조림,애견식품,애견습식사료
46070,통조림/안주,통조림,가미통조림,참치통조림
46071,통조림/안주,통조림,가미통조림,참치통조림
46072,통조림/안주,통조림,애견식품,애견습식사료
46073,통조림/안주,통조림,애견식품,애견습식사료
46074,통조림/안주,통조림,가미통조림,참치통조림
46075,통조림/안주,통조림,가미통조림,참치통조림
46076,통조림/안주,통조림,보일드통조림,기타수산통조림
46090,상온HMR,레토르트,즉석밥,즉석밥
46096,음료,과채음료,과일음료,과일음료
46097,음료,과채음료,어린이음료,어린이음료
46118,상온HMR,잡곡,콩,콩
46119,음료,과채음료,어린이음료,어린이음료
46120,음료,과채음료,과일음료,과일음료
46121,음료,과채음료,과일음료,과일음료
50001,음료,과채음료,과일음료,과일음료
50003,음료,과채음료,과일음료,과일음료
50004,음료,커피음료,커피음료,커피음료
50005,음료,과채음료,과일음료,과일음료
50007,음료,과채음료,과일음료,과일음료
50008,음료,두유,일반두유,일반두유
50009,음료,과채음료,과일음료,과일음료
50010,음료,과채음료,과일음료,과일음료
50011,음료,과채음료,어린이음료,어린이음료
50012,음료,탄산음료,혼합탄산,혼합탄산
50013,음료,탄산음료,혼합탄산,혼합탄산
50014,음료,탄산수,플레인탄산수,플레인탄산수
50015,음료,커피음료,커피음료,커피음료
50016,음료,과채음료,과일음료,과일음료
50017,음료,과채음료,과일음료,과일음료
50018,음료,기능성음료,스포츠음료,스포츠음료
50019,음료,과채음료,과일음료,과일음료
50020,음료,기능성음료,스포츠음료,스포츠음료
50021,음료,과채음료,채소음료,채소음료
50022,음료,탄산음료,혼합탄산,혼합탄산
50024,음료,탄산수,Flavor탄산수,Flavor탄산수
50025,음료,생수,일반생수,일반생수
50026,음료,과채음료,과일음료,과일음료
50027,음료,탄산음료,콜라,콜라
50028,음료,커피음료,커피음료,커피음료
50029,음료,과채음료,과일음료,과일음료
50030,음료,기능성음료,숙취해소음료,숙취해소음료
50031,음료,커피음료,커피음료,커피음료
50032,음료,과채음료,과일음료,과일음료
50033,음료,탄산수,플레인탄산수,플레인탄산수
50034,음료,탄산음료,사이다,사이다
50035,음료,과채음료,채소음료,채소음료
50036,음료,탄산음료,혼합탄산,혼합탄산
50037,음료,탄산음료,혼합탄산,혼합탄산
50038,음료,과채음료,과일음료,과일음료
50039,음료,과채음료,과일음료,과일음료
50040,음료,과채음료,과일음료,과일음료
50041,음료,차음료,일반차음료,일반차음료
50042,음료,과채음료,과일음료,과일음료
50043,음료,과채음료,과일음료,과일음료
50044,음료,과채음료,과일음료,과일음료
50045,음료,차음료,일반차음료,일반차음료
50046,음료,과채음료,과일음료,과일음료
50047,음료,탄산음료,혼합탄산,혼합탄산
50048,음료,탄산음료,혼합탄산,혼합탄산
50049,음료,탄산음료,혼합탄산,혼합탄산
50050,음료,과채음료,과일음료,과일음료
50051,주류,맥주,국내맥주,국내맥주
50052,주류,맥주,국내맥주,국내맥주
50053,주류,맥주,국내맥주,국내맥주
50054,음료,기능성음료,스포츠음료,스포츠음료
50057,음료,생수,일반생수,일반생수
50058,음료,과채음료,과일음료,과일음료
50059,음료,과채음료,과일음료,과일음료
50060,음료,과채음료,과일음료,과일음료
50061,과자,스낵,감자스낵,감자스낵
50062,과자,스낵,밀가루스낵,밀가루스낵
50063,과자,스낵,옥수수스낵,옥수수스낵
50064,과자,껌류,기능성껌,기능성껌
50065,과자,껌류,일반껌,일반껌
50066,과자,껌류,기능성껌,기능성껌
50067,과자,껌류,일반꺼,일반꺼
50068,과자,껌류,일반껌,일반껌
50069,음료,과채음료,채소음료,채소음료
50070,음료,과채음료,과채혼합음료,과채혼합음료
50071,음료,기능성음료,한방음료,한방음료
50072,과자,스낵,감자스낵,감자스낵
50073,과자,비스킷,샌드,샌드
50074,과자,비스킷,샌드,샌드
50075,과자,비스킷,샌드,샌드
50076,과자,비스킷,샌드,샌드
50077,과자,비스킷,샌드,샌드
50078,과자,비스킷,샌드,샌드
50079,통조림/안주,통조림,보일드통조림,채소통조림
50080,음료,차음료,전통차음료,전통차음료
50081,음료,기능성음료,스포츠음료,스포츠음료
50082,음료,과채음료,과일음료,과일음료
50083,음료,커피음료,커피음료,커피음료
50084,음료,커피음료,커피음료,커피음료
50085,음료,커피음료,커피음료,커피음료
50086,음료,커피음료,커피음료,커피음료
50087,음료,기능성음료,숙취해소음료,숙취해소음료
50088,통조림/안주,안주,냉장/냉동식품,기타
50089,과자,비스킷,쿠키,쿠키
50090,과자,비스킷,샌드,샌드
50091,과자,파이류,파이,파이
50092,과자,캔디,젤리,젤리
50093,과자,비스킷,쿠키,쿠키
50094,과자,비스킷,스틱과자,스틱과자
50095,과자,파이류,케이크,케이크
50096,과자,비스킷,크래커,크래커
50097,과자,비스킷,스틱과자,스틱과자
50098,과자,비스킷,크래커,크래커
50099,과자,비스킷,쿠키,쿠키
50100,과자,비스킷,스틱과자,스틱과자
50101,과자,캔디,젤리,젤리
50102,과자,씨리얼,일반시리얼,일반시리얼
50103,과자,캔디,기능성캔디,기능성캔디
50104,과자,껌류,일반껌,일반껌
50105,과자,껌류,일반껌,일반껌
50106,면류,봉지면,국물봉지라면,일반라면
50107,면류,봉지면,비빔봉지라면,짜장라면
50108,면류,봉지면,국물봉지라면,일반라면
50109,면류,봉지면,비빔봉지라면,일반라면
50110,면류,봉지면,비빔봉지라면,일반라면
50111,과자,껌류,기능성껌,기능성껌
50112,과자,껌류,기능성껌,기능성껌
50114,과자,캔디,하드캔디,하드캔디
50115,과자,캔디,사탕/캔디세트,하드캔디
50116,과자,캔디,소프트캔디,소프트캔디
50117,과자,스낵,옥수수스낵,옥수수스낵
50118,주류,맥주,국내맥주,국내맥주
50119,주류,맥주,국내맥주,국내맥주
50120,주류,맥주,수입맥주,수입맥주
50121,주류,맥주,수입맥주,수입맥주
50122,주류,맥주,국내맥주,국내맥주
50123,커피차,분말차,커피,커피
50124,주류,기타주류,샴페인,샴페인
50125,주류,와인,화이트와인,화이트와인
50126,주류,와인,로제와인,로제와인
50128,커피차,분말차,커피,모카
50129,과자,비스킷,샌드,샌드
50132,상온HMR,레토르트,즉석죽,즉석죽
50133,상온HMR,레토르트,즉석죽,즉석죽
50134,상온HMR,레토르트,즉석죽,즉석죽
50135,상온HMR,레토르트,즉석카레짜장,즉석카레
50136,상온HMR,레토르트,즉석카레짜장,즉석카레
50137,상온HMR,레토르트,즉석카레짜장,즉석카레
50138,상온HMR,레토르트,즉석카레짜장,즉석짜장
50144,커피차,분말차,둥굴레차,둥굴레차
50145,과자,비스킷,쿠키,쿠키
50146,과자,스낵,밀가루스낵,밀가루스낵
50147,통조림/안주,통조림,가미통조림,참치통조림
50148,과자,캔디,젤리,젤리
50150,상온HMR,레토르트,기타레토르트,기타레토르트
50151,상온HMR,레토르트,기타레토르트,기타레토르트
50152,상온HMR,레토르트,즉석국/찌개,즉석국
50153,커피차,분말차,커피,인스턴트커피
50162,과자,캔디,젤리,젤리
50163,음료,기능성음료,비타민/에너지음료,비타민/에너지음료
50165,상온HMR,레토르트,즉석죽,분말죽
50166,상온HMR,분말조리식,분말카레짜장,분말카레짜장
50167,과자,캔디,젤리,젤리
50168,과자,캔디,소프트캔디,소프트캔디
50173,상온HMR,레토르트,즉석국밥,즉석국밥
50174,상온HMR,설텅류,기타설탕류,기타설탕류
50176,과자,스낵,밀가루스낵,밀가루스낵
50177,과자,캔디,젤리,젤리
50178,음료,차음료,전통차음료,전통차음료
50179,상온HMR,분말조리식,분말카레짜장,분말카레
50180,통조림/안주,통조림,가미통조림,참치통조림
50181,상온HMR,레토르트,즉석국밥,즉석국밥
50182,음료,냉장음료,냉장곡물견과음료,냉장곡물견과음료
50183,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
50186,음료,과채음료,과일음료,과일음료
50187,유제품,우유,가공우유,딸기우유
50189,유제품,요구르트,마시는 요구르트,마시는 요구르트
50190,유제품,우유,가공우유,초코우유
50191,유제품,우유,가공우유,커피우유
50192,유제품,우유,가공우유,딸기우유
50193,유제품,우유,가공우유,기타우유
50194,음료,커피음료,커피음료,커피음료
50195,음료,커피음료,커피음료,커피음료
50196,유제품,요구르트,마시는 요구르트,마시는 요구르트
50197,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
50198,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
50199,과자,스낵,밀가루스낵,밀가루스낵
50203,과자,비스킷,샌드,샌드
50204,통조림/안주,통조림,보일드통조림,채소통조림
50205,음료,과채음료,과일음료,과일음료
50216,음료,기능성음료,한방음료,한방음료
50239,상온HMR,소스류,국물용소스,국물용소스
50240,상온HMR,분말조미료,기타조미료세트,기타조미료세트
50241,상온HMR,소스류,국물용소스,국물용소스
50244,상온HMR,소스류,국물용소스,국물용소스
50248,주류,와인,화이트와인,화이트와인
50249,주류,와인,스파클링와인,스파클링와인
50250,주류,와인,레드와인,레드와인
50251,주류,와인,레드와인,레드와인
50252,주류,맥주,국내맥주,국내맥주
50253,주류,맥주,국내맥주,국내맥주
50254,주류,전통주,막걸리,막걸리
50255,주류,맥주,수입맥주,수입맥주
50256,주류,기타주류,칵테일,칵테일
50257,과자,비스킷,스틱과자,스틱과자
50258,과자,스낵,감자스낵,감자스낵
50259,과자,스낵,감자스낵,감자스낵
50261,과자,스낵,감자스낵,감자스낵
55001,커피차,분말차,보리차,보리차
55002,커피차,분말차,생강차,생강차
55003,커피차,분말차,기타,견과차
55004,커피차,분말차,전통차,대추차
55005,커피차,분말차,기타,콩차
55006,커피차,분말차,기타,기타
55007,커피차,분말차,전통차,대추차
55008,커피차,분말차,커피,인스턴트커피
55009,커피차,분말차,잎차,결명자차
55010,커피차,분말차,녹차/현미녹차,녹차/현미녹차
55011,커피차,분말차,생강차,생강차
55012,커피차,분말차,옥수수차,옥수수차
55016,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
55017,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
55018,커피차,분말차,커피,마키아또
55019,커피차,분말차,코코아/핫초코,초코맛
55020,커피차,분말차,커피,원두커피
55023,면류,봉지면,국물봉지라면,김치라면
55024,상온HMR,레토르트,즉석국밥,즉석국밥
55025,과자,비스킷,스틱과자,스틱과자
55027,과자,파이류,파이,파이
55028,과자,비스킷,샌드,샌드
55029,과자,비스킷,크래커,크래커
55030,과자,비스킷,샌드,샌드
55031,과자,비스킷,쿠키,쿠키
55032,과자,비스킷,쿠키,쿠키
55033,면류,봉지면,국물봉지라면,일반라면
55034,디저트,디저트/베이커리,냉장디저트,냉장디저트
55035,과자,씨리얼,일반시리얼,일반시리얼
55036,과자,스낵,밀가루스낵,야채스낵
55037,과자,비스킷,샌드,샌드
55038,과자,비스킷,쿠키,쿠키
55039,면류,용기면,비빔용기라면,일반라면
55040,면류,봉지면,국물봉지라면,쌀국수
55041,면류,용기면,국물용기라면,일반라면
55042,면류,용기면,국물용기라면,비빔면
55043,면류,봉지면,국물봉지라면,일반라면
55044,과자,스낵,밀가루스낵,밀가루스낵
55045,과자,기타,기타,기타
55046,과자,비스킷,크래커,크래커
55047,과자,스낵,밀가루스낵,밀가루스낵
55048,과자,비스킷,쿠키,쿠키
55049,과자,스낵,밀가루스낵,밀가루스낵
55050,과자,비스킷,크래커,크래커
55051,과자,파이류,케이크,케이크
55052,과자,씨리얼,일반씨리얼,일반씨리얼
55053,과자,비스킷,크래커,크래커
55055,과자,비스킷,쿠키,쿠키
55056,과자,견과류,땅콩,땅콩
55057,유제품,우유,가공우유,기타우유
55060,상온HMR,가공안주류,건과일,건과일
55061,상온HMR,가공분말류,기타프리믹스,기타프리믹스
55062,상온HMR,가공분말류,기타프리믹스,기타프리믹스
55063,과자,견과류,땅콩,땅콩
55064,과자,견과류,아몬드,아몬드
55065,상온HMR,가공분말류,기타프리믹스,기타프리믹스
55066,과자,비스킷,스틱과자,스틱과자
55067,상온HMR,가공분말류,기타프리믹스,기타프리믹스
55069,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
55070,상온HMR,레토르트,즉석죽,즉석죽
55078,커피차,분말차,기타,기타
55081,주류,맥주,수입맥주,수입맥주
55082,주류,맥주,수입맥주,수입맥주
55083,주류,맥주,국내맥주,국내맥주
55084,주류,기타주류,보드카,보드카
55085,주류,맥주,수입맥주,수입맥주
55086,주류,맥주,수입맥주,수입맥주
